title,duration,video_link
MongoDB for Data Professionals | Data Analysis Tools in MongoDB 🔥,50:06,/watch?v=sRd5Mzcyg5Q
Creating a Meme Coin Using Starton 🔥,9:33,/watch?v=YG2KyqOwhiw
Lets Build a Stock Management System in using MongoDB 🍃 and Next.js 🔥,2:16:38,/watch?v=RtgG9kZpyg4
A Dream Gadget for all Coders 😍😍😍,10:24,/watch?v=10uG2eXlEko
50 Linux Commands Every Developer Must Know 🔥,40:32,/watch?v=l32UR9DcjLg
"UltraEdit Review: A powerful, flexible, and highly configurable text editing tool🔥",13:09,/watch?v=rM2SUzosoVY
HarryGPT - An AI Based Discord Bot 🔥 | Generative AI Series,1:00:46,/watch?v=BP-w99ZINTc
Web Scraping using Scrapy | Scrapy Tutorial + Storing Data to MongoDB 🍃,50:03,/watch?v=GogxAQ2JP4A
"Lets Build a Dall-E Image Generator Using OpenAI, Flask & Replit | Generative AI Series 🔥",50:40,/watch?v=dGdA9z6gBkM
Enabling HTTPS on Linode Using Certbot - A Step-by-Step Guide 🔥,18:15,/watch?v=qUN6w26yf7A
"Lets Build a Blog Using Appwrite Cloud, Next.js and Tailwind CSS - Step by Step Tutorial 🔥",55:01,/watch?v=GTjN0SxdK5w
"Improving our Portfolio Website using HTML, CSS, JavaScript and React 🔥",43:36,/watch?v=-ipquUy4kRc
Clone any Audio using AI with this free tool (For Free) 🔥,7:02,/watch?v=InSMUmSaMqU
This Free AI Image generator will blow your mind!,7:18,/watch?v=UOU-Larlvos
"Extracting Product Data from E-Commerce Website using Python, Requests and Live Proxies",1:10:20,/watch?v=FWF5oKjAyNI
"How to Host a Flask App on Linode for Production using uWSGI, Nginx & Ubuntu | Step-by-Step Tutorial",16:41,/watch?v=B0bQcuox2yM
How to Generate an NFT Collection using AI via Starton API?,13:06,/watch?v=ItJDQxefPyE
"FastAPI Tutorial in Hindi | Lets build a Notes app using FastAPI, MongoDB & Bootstrap 🔥",1:16:37,/watch?v=52c7Kxp_14E
Is Python really dead?? (The real truth) ☠️,10:54,/watch?v=Sg8XVnCneXE
"Python Project: Creating a GUI Downloader Using Python, Requests and Tkinter 🔥",55:10,/watch?v=YSzt85dDWpg
Your Browser is not Secure! (Here's Why),10:31,/watch?v=qKVp7n9c2yM
"Personal Portfolio website using HTML, CSS and JavaScript (from scratch) 🔥",1:14:05,/watch?v=oFnIe-RpkE4
"ChatGPT Clone using OpenAI, Flask, HTML, TailwindCSS, & MongoDB (Amazing Frontend Project) 🔥🔥",2:15:53,/watch?v=OAr6AIvH9VY
J.A.R.V.I.S - OpenAI + Python  Powered AI Desktop Assistant that Talks Like a Human (FROM SCRATCH!),1:21:29,/watch?v=s_8b5iq4Rvk
Web Scraping Tutorial Using Python | BeautifulSoup Tutorial 🔥,1:05:10,/watch?v=4tAp9Lu0eDI
MongoDB Tutorial in 1 Hour (2024) 🍃,1:22:57,/watch?v=J6mDkcqU_ZE
I Created this website using Pure Python | Anvil Tutorial 🔥,27:47,/watch?v=0U9-KUx0SD8
How to Deploy a High Traffic Django Application using WSGI,22:28,/watch?v=vYRnoFQnxak
Lets Build a Todos List App using Next.js 13 🔥,1:03:05,/watch?v=zPVkWwBario
Using MongoDB with Flask Applications (Efficiently),9:47,/watch?v=zU2l4HKT0nc
How to use TailwindCSS with Python Flask?,12:32,/watch?v=xxkDLvS5MTY
Image Editing Website using Python Flask and OpenCV,40:04,/watch?v=hVEZYEYctSc
How to Host Multiple Websites on a $5 Server (Step by Step Guide),19:46,/watch?v=iA1ndcZls4Y
Exploring Requests Module in Python (Deepdive),58:52,/watch?v=IzcEH8QgoqY
Quick and Easy Guide to Set up Your WordPress Blog in Minutes (Fastest Way),11:13,/watch?v=rkd7w0uET-M
ChatGPT helped me create this KBC Quiz App (Watch me Build it),1:05:01,/watch?v=eGIfls_uW1Y
"AWS Activate: A Program to Support Startups, Founders, & Entrepreneurs  | Amazon Web Services",5:44,/watch?v=M-dutzdupbs
Python Crash Course in Hindi | 5 Python Projects | Complete Python Tutorial,3:08:46,/watch?v=fqF9M92jzUo
Python vs JavaScript: Which one to Learn in 2024? (For Jobs),8:25,/watch?v=gTj2OWd5YnM
"Choosing the Right Python Web Framework: Django, Flask, or FastAPI?",12:48,/watch?v=f00Kxt-PFYA
What is a Graph Database? | Getting Started with Neo4j AuraDB: A Step-by-Step Tutorial 🔥,14:26,/watch?v=NvjKXwt7n48
Free Office 365 on your Own Server (NextCloud Tutorial),12:06,/watch?v=azeSJeje5cA
Stop Saving Your Passwords like this (Use Passky Instead!),10:31,/watch?v=EMjRSJDJJ90
Install VS Code/FireFox like Apps on Ubuntu Server (Get 1GBPS Internet Speed for Free),12:25,/watch?v=7Wkpx4m6fjQ
I Created Discord like Calling App in 5 Minutes... (With Custom Domain),12:27,/watch?v=ZWgzaTEjetE
Docker Made Easy: Discover the Magic of Yacht,11:20,/watch?v=fC9XYyqjY2Y
Conclusion and Where to go from here | Python Tutorial - Day #100,16:39,/watch?v=5Pz8WGiMJ_c
Exercise 11: Solution + Shoutouts - Desktop Notification System | Python Tutorial - Day #99,10:06,/watch?v=18vZnLqXMoM
MultiProcessing in Python | Python Tutorial - Day #98,20:04,/watch?v=zGe-9LfnAaA
Multithreading in Python | Python Tutorial - Day #97,17:49,/watch?v=ICbU6zAKtqQ
AsyncIO in Python | Python Tutorial - Day #96,10:29,/watch?v=lgoB3_-ejnI
Regular Expressions in Python | Python Tutorial - Day #95,13:03,/watch?v=TCWOwavqFrw
Exercise 11 - Drink Water Reminder | Python Tutorial - Day #94,4:20,/watch?v=1i4piFhpnm8
Exercise 10 - News App Solution & Shoutout | Python Tutorial - Day #93,11:31,/watch?v=bnAz7Kb2efE
SearX: The Private Search Engine You Need to Know About!,12:54,/watch?v=s6J3TmqKJ0M
Function Caching in Python | Python Tutorial - Day #92,11:14,/watch?v=K8gjSwc3Rlo
Generators in Python | Python Tutorial - Day #91,8:47,/watch?v=ixd-u3pmsUc
I Can Speak Like Shah Rukh Khan - Thanks to this AI 🔥,14:32,/watch?v=dR4eijxUubw
Exercise 10: News App in Python | Python Tutorial - Day #90,4:34,/watch?v=BGzFp9mwFQ4
Requests Module in Python | Python Tutorial - Day #89,8:46,/watch?v=Nsb3bLIlO4w
Exercise 9: Solution - Shoutouts to Everyone | Python Tutorial - Day #88,12:14,/watch?v=C9VP-56RXNM
Shutil Module in Python | Python Tutorial - Day #87,12:42,/watch?v=wII2JhNACJE
Walrus Operator in Python | Python Tutorial - Day #86,9:36,/watch?v=NCmMEEyzLT8
Creating command line utility in python | Python Tutorial - Day #85,18:32,/watch?v=3IAu6-pgw7I
Time Module in Python | Python Tutorial - Day #84,11:37,/watch?v=oTtIvV-Q1FY
[Scary] ChatGPT generated this website for me (I am scared) 😢😭,11:14,/watch?v=XM6kTQPzzpQ
Exercise 9 - Shoutouts to Everyone | Python Tutorial - Day #83,3:48,/watch?v=1WjwnlRXfHc
Exercise 8 - Merge the Pdf Solution in Python | Python Tutorial - Day #82,7:51,/watch?v=qKKGemhBRVM
AWS Innovate Online Conference 🔥,3:42,/watch?v=c5k-P14rEGg
Hybrid and Hierarchical Inheritance in Python | Python Tutorial - Day #81,8:54,/watch?v=B4Q8zxRkm_I
Multilevel Inheritance in Python | Python Tutorial - Day #80,7:54,/watch?v=Il7XMJJeXiA
Multiple Inheritance in Python | Python Tutorial - Day #79,6:11,/watch?v=4o7xSHgKlvI
Single Inheritance in Python | Python Tutorial - Day #78,4:39,/watch?v=U53_Gw55NI8
Operator Overloading in Python | Python Tutorial - Day #77,7:24,/watch?v=D67-b2t-y4k
Exercise 8 - Merge the PDF | Python Tutorial - Day #76,3:14,/watch?v=uUbvJ7ZEhPE
Exercise 7 Solution + Shoutouts | Python Tutorial - Day #75,12:12,/watch?v=Wt9Shnzv_Yg
Method Overriding in Python | Python Tutorial - Day #74,6:27,/watch?v=46_yfYC36JY
"Spot the bug, I challenge you! 👨‍💻",12:11,/watch?v=bgM7BVwkqMo
Magic/Dunder Methods in Python | Python Tutorial - Day #73,12:12,/watch?v=DmgQVJXhuLQ
super keyword in Python | Python Tutorial - Day #72,9:08,/watch?v=P648reefNh0
"dir, __dict__ and help method in Python | Python Tutorial - Day #71",7:23,/watch?v=Wgo9TaBcuJ4
Class Methods as Alternative Constructors in Python | Python Tutorial - Day #70,13:06,/watch?v=FGlKJdy--p8
Class Methods in Python | Python Tutorial - Day #69,6:25,/watch?v=9ynmDLc5FYo
"Lets Build a News App Using ExpressJs +HTML, CSS and JavaScript (Awesome Project) 🔥",1:03:54,/watch?v=aPlSyQNkCvM
Exercise 7 - Clear the Clutter | Python Tutorial - Day #68,3:34,/watch?v=6KvnP13TnhY
Appwrite - An Easy to setup Open-Source Backend Server 🔥,20:42,/watch?v=M9Y6Rcg8nEM
Exercise 6 Solution - Library Management Software in Python | Python Tutorial - Day #67,9:34,/watch?v=uRIEjf2vCIg
Instance variables vs Class variables in Python | Python Tutorial - Day #66,14:37,/watch?v=tQdaeiF4j38
Static Methods in Python | Python Tutorial - Day #65,7:37,/watch?v=GcSVYNSsJxo
Exercise 6 - Library Management System in Python | Python Tutorial - Day #64,3:15,/watch?v=mlDZTSH2FFc
Snake Water Gun Game in Python - Exercise 5 - Solution | Python Tutorial - Day #63,15:28,/watch?v=GkfBpm6MN9A
Access Modifiers in Python | Python Tutorial - Day #62,11:43,/watch?v=43FK20rWvKQ
Inheritance in Python | Python Tutorial - Day #61,7:34,/watch?v=-KsfUaQEY9Y
Learn to Install and Manage Applications on Cloudron | Cloudron Tutorial,14:24,/watch?v=9wdHLZSowFk
Getters and Setters in Python | Python Tutorial - Day #60,10:37,/watch?v=2gbCT8h9uyk
Decorators in Python | Python Tutorial - Day #59,13:05,/watch?v=PTBZ674EsvI
Constructors in Python | Python Tutorial - Day #58,11:17,/watch?v=12HRkYld22c
Classes and Objects in Python | Python Tutorial - Day #57,9:32,/watch?v=a7baAGCBA9U
Introduction to OOPs in Python | Python Tutorial - Day #56,15:54,/watch?v=HQnoYzxOHMw
Exercise 5 - Snake Water Gun | Python Tutorial - Day #55,5:55,/watch?v=dDsh7FT6-0I
'is' vs '==' in Python | Python Tutorial - Day #54,8:01,/watch?v=TOemdfX_0xc
Tatum: An Amazing platform for Web 3 developers,8:26,/watch?v=MPnyzJ3TmG4
"Map, Filter and Reduce in Python | Python Tutorial - Day #53",13:01,/watch?v=OErhjT4f5Cs
Lambda functions in Python | Python Tutorial - Day #52,9:18,/watch?v=UfFWf-PXUqE
"seek(), tell() and other functions | Python Tutorial - Day #51",7:47,/watch?v=PByYX-2l5Us
"read(), readlines() and other methods | Python Tutorial - Day #50",10:47,/watch?v=l1FsnQxET9U
File IO in Python | Python Tutorial - Day #49,12:53,/watch?v=eDBPlcWYses
Local vs Global Variables in Python| Python Tutorial - Day #48,10:37,/watch?v=RaG6GgcDt54
PC and App Streaming on the Browser: Kasm Workspaces,14:30,/watch?v=AaF9pE3bxFg
Exercise 4: Solutions and Shoutouts | Python Tutorial - Day #47,19:31,/watch?v=4lSQfOJKn7U
os Module in Python | Python Tutorial - Day #46,15:24,/watch?v=dkVYSsL90Oo
"if __name__ == ""__main__"" in Python | Python Tutorial - Day #45",9:24,/watch?v=y_CX2Rvitk8
How import works in Python | Python Tutorial - Day #44,12:42,/watch?v=Pr7UOr35NcI
Can ChatGPT solve JEE Advanced Problem?,6:02,/watch?v=g0TpCVpLAs4
Virtual Environment in Python | Python Tutorial - Day #43,21:38,/watch?v=nt6LlFTWOkg
I asked ChatGPT to write me a standup comedy script!,4:07,/watch?v=jB1isjVGZ8U
Enumerate Function in Python | Python Tutorial - Day #42,7:37,/watch?v=kGnYc_h1geM
Short hand if else statements | Python Tutorial - Day #41,7:43,/watch?v=Qqx_zNmQVGI
Exercise 4: Secret Code Language | Python Tutorial - Day #40,6:05,/watch?v=pOWJ6WgVRIU
Kaun Banega Crorepati: Exercise 3 - Solution & Shoutouts | Python Tutorial - Day #39,23:16,/watch?v=nyfeYAxP-EM
Raising custom errors in Python | Python Tutorial - Day #38,10:42,/watch?v=Phr4CNppYoM
Finally keyword in Python | Python Tutorial - Day #37,8:05,/watch?v=r_iuC-IDpPM
Exception Handling in Python | Python Tutorial - Day #36,10:53,/watch?v=4LKo6dlku7M
ChatGPT will replace you....,12:42,/watch?v=FuUWQg8igsA
for Loop with else in Python | Python Tutorial - Day #35,6:33,/watch?v=qUkcIgErZzc
Dictionary Methods in Python | Python Tutorial - Day #34,8:27,/watch?v=LmbFwaLjT9k
Dictionaries in Python | Python Tutorial - Day #33,10:20,/watch?v=j2G68uQtOwM
Set Methods in Python | Python Tutorial - Day #32,15:58,/watch?v=HOrutCnp2zo
I Created a Programming Rap Song with ChatGPT 🧑‍🎤,13:38,/watch?v=zroeqg6v9fg
Sets in Python | Python Tutorial - Day #31,7:52,/watch?v=l3kCO8cVA6o
Recursion in Python | Python Tutorial - Day #30,10:01,/watch?v=XYwJKFB8DUk
Docstrings in Python | Python Tutorial - Day #29,8:32,/watch?v=SJzsNd7SM0g
f-strings in Python | Python Tutorial - Day #28,8:52,/watch?v=ixmxgUf8yIg
Exercise 3: Kaun Banega Crorepati (KBC) | Python Tutorial - Day #27,2:47,/watch?v=Vs1Z7K70Mvw
Exercise 2: Solution & Shoutouts | Python Tutorial - Day #26,7:42,/watch?v=IZBKXWrbqBM
Operations on Tuples in Python | Python Tutorial - Day #25,6:59,/watch?v=XblLSduioJI
Tuples in Python | Python Tutorial - Day #24,8:15,/watch?v=PipsOUDKrVk
List Methods in Python | Python Tutorial - Day #23,9:32,/watch?v=scWc3F8LbOo
Introduction to Lists in Python | Python Tutorial - Day #22,20:07,/watch?v=eF6nK5bSlmg
Function Arguments in Python | Python Tutorial - Day #21,13:50,/watch?v=0d6b6fFuCkE
Functions in Python | Python Tutorial - Day #20,16:18,/watch?v=dyvxxJSGUsE
break and continue in Python | Python Tutorial - Day #19,12:14,/watch?v=RkwJnjdrm70
While Loops in Python | Python Tutorial - Day #18,14:10,/watch?v=-tCFyIyKVx0
For Loops in Python | Python Tutorial - Day #17,13:01,/watch?v=fIYVzKp0q5w
Match Case Statements in Python | Python Tutorial - Day #16,8:11,/watch?v=bthQCK1QAmQ
Exercise 2: Good Morning Sir | Python Tutorial - Day #15,5:19,/watch?v=d7ng_aV4qdI
If Else Conditional Statements in Python | Python Tutorial - Day #14,19:27,/watch?v=ceiuLR2ysas
String Methods in Python | Python Tutorial - Day #13,22:32,/watch?v=0INvoK_T0cE
Strings Slicing and Operations on Strings in Python | Python Tutorial - Day #12,11:48,/watch?v=8jW7lpT8HW8
Create your own VPN server using Open VPN,10:58,/watch?v=yAzYsjjhzp0
Strings in Python | Python Tutorial - Day #11,11:35,/watch?v=kMNFQYArrLg
Taking User Input in Python | Python Tutorial - Day #10,10:16,/watch?v=WvG-R-xXouA
Typecasting in Python | Python Tutorial - Day #9,9:25,/watch?v=Pu5bqySSSS0
"Creating a Weather App Using HTML, CSS and JavaScript 🔥",43:24,/watch?v=pFvWwFua6mw
Exercise 1: Calculator using Python (Solution) | Python Tutorial - Day #8,10:22,/watch?v=dohaSBCKCr0
Exercise 1: Calculator using Python | Python Tutorial - Day #7,6:50,/watch?v=FLVqcxnJP_E
"Creating a Dictionary App using HTML, CSS, JavaScript & RapidAPI",43:41,/watch?v=duP8iDfjNEg
Variables and Data Types | Python Tutorial - Day #6,16:45,/watch?v=ORCuz7s5cCY
Create your own Social Media Website - Mastodon Server Tutorial 🔥,17:37,/watch?v=IPJo5ShwcoU
"Comments, Escape Sequences & Print Statement | Python Tutorial - Day #5",18:42,/watch?v=qxPMmW93eDs
Recession and layoffs - When will it end?,12:00,/watch?v=p67MrUaXp04
Our First Python Program | Python Tutorial - Day #4,7:24,/watch?v=7IWOYhfAcVg
Modules and Pip | Python Tutorial - Day #3,12:41,/watch?v=xwKO_y2gHxQ
Some Amazing Python Programs - The Power of Python | Python Tutorial - Day #2,8:38,/watch?v=Tto8TS-fJQU
Introduction to Programming & Python | Python Tutorial - Day #1,11:50,/watch?v=7wnove7K-ZQ
Upskill on cloud : A guided tutorial to avail 50% discount on certification,11:50,/watch?v=CysuT4IFiMA
"Lets Create a World Clock with Alarm Using HTML, CSS & JavaScript",39:43,/watch?v=sa9weQ3DPTE
THIS NEEDS TO STOP! Shame! (Watch full video) 😢,9:40,/watch?v=VWbnQ0pRVK4
Locofy.ai: Convert your Figma designs to Quality Code 🔥,23:07,/watch?v=Q9GUbJcszfk
Project 2: Bulk Rename Desktop App in Node.js | JavaScript Tutorial in Hindi #103,20:59,/watch?v=2KdqfKRnyV4
Project 1: PDF Merger WebApp Using JavaScript & Bootstrap | JavaScript Tutorial in Hindi #102,36:15,/watch?v=hNx3WVi1oPU
Exercise 8 - Solutions and Shoutouts | JavaScript Tutorial in Hindi #101,14:14,/watch?v=UxUlw4WCmec
Event Loop in JavaScript | JavaScript Tutorial in Hindi #100,12:54,/watch?v=vFJbKR6zfCE
Regular Expressions in JavaScript | JavaScript Tutorial in Hindi #99,11:26,/watch?v=zeMPry3ak6Y
Using Express.js to Create a Backend Server | JavaScript Tutorial in Hindi #98,9:45,/watch?v=w8CkzOmN8PA
Modules in JavaScript | JavaScript Tutorial in Hindi #97,10:55,/watch?v=wCkHbaLG5cw
npm and Node.js Packages | JavaScript Tutorial in Hindi #96,20:29,/watch?v=nSFe1-kpfbQ
JavaScript on the Server | JavaScript Tutorial in Hindi #95,10:09,/watch?v=CG-7dYcozwI
Exercise 8 - Alarm Clock | JavaScript Tutorial in Hindi #94,5:35,/watch?v=vUbuxjF9crY
Exercise 7 - Password Generator Solution | JavaScript Tutorial in Hindi #93,19:39,/watch?v=Rz_jCevUqho
JavaScript Chapter 12 - Practice Set | JavaScript Tutorial in Hindi #92,8:39,/watch?v=bkl5xWLr3fg
Arrow Functions Revisited | JavaScript Tutorial in Hindi #91,10:52,/watch?v=bJKjtC9MnZ8
Closures in JavaScript | JavaScript Tutorial in Hindi #90,14:49,/watch?v=Ze-JGb4I9zU
Hoisting in JavaScript | JavaScript Tutorial in Hindi #89,10:46,/watch?v=_FmHfOqJ4SY
local and global Scope in JavaScript | JavaScript Tutorial in Hindi #88,4:28,/watch?v=CNk33k5nScg
Destructuring assignment and Spread Operator | JavaScript Tutorial in Hindi #87,15:01,/watch?v=_BsE5kmJk6Q
IIFE - Immediately Invoked Function Expressions | JavaScript Tutorial in Hindi #86,8:13,/watch?v=oR0yIjzfxQw
Monitor your Server from Browser like a Pro - CasaOS 🔥,11:26,/watch?v=opLDBFzDVp4
Exercise 7 - Password Generator | JavaScript Tutorial in Hindi #85,2:54,/watch?v=iLHad0KWJ5g
Exercise 6 - Solution & Shoutouts | JavaScript Tutorial in Hindi #84,16:29,/watch?v=93lSwnzCaws
JavaScript Chapter 11 Practice Set | JavaScript Tutorial in Hindi #83,12:50,/watch?v=-mnNOl5rjPM
"getters, setters & instanceOf Operator | JavaScript Tutorial in Hindi #82",9:10,/watch?v=NsF4BrRfOGM
Static Method in JavaScript | JavaScript Tutorial in Hindi #81,8:05,/watch?v=__l6ZOPaijs
Constructors in JavaScript | JavaScript Tutorial in Hindi #80,8:40,/watch?v=Rpd4FlhytnE
Constructors in JavaScript | JavaScript Tutorial in Hindi #79,9:15,/watch?v=M0sXes8zWko
Constructors in JavaScript | JavaScript Tutorial in Hindi #77,14:18,/watch?v=0E2akQ5E-5Y
Inheritance & extends Keyword in JavaScript | JavaScript Tutorial in Hindi #78,13:24,/watch?v=9loYq8W8rsg
Classes and Objects in JavaScript | JavaScript Tutorial in Hindi #76,14:03,/watch?v=7RpdfkSyJfU
Protypes and __proto__ in JavaScript | JavaScript Tutorial in Hindi #75,8:29,/watch?v=eDxrLEQbLv0
Introduction to Object Oriented Programming | JavaScript Tutorial in Hindi #74,8:54,/watch?v=fe6L8bNC_Yw
Exercise 6: Todo List | JavaScript Tutorial in Hindi #73,1:52,/watch?v=hKESY_D2LI0
Exercise 5: Solutions & Shoutouts | JavaScript Tutorial in Hindi #72,15:10,/watch?v=jmaniHHrg-0
JavaScript Chapter 10 - Practice Set | JavaScript Tutorial in Hindi #71,22:45,/watch?v=S09Mm2gJlwI
sessionStorage & related methods | JavaScript Tutorial in Hindi #70,6:15,/watch?v=rfSJeox61vA
localStorage & related methods | JavaScript Tutorial in Hindi #69,11:56,/watch?v=A98SPz5XLwY
Cookies in JavaScript| JavaScript Tutorial in Hindi #68,15:08,/watch?v=sHrwueeeMmY
Sending POST request with Fetch API | JavaScript Tutorial in Hindi #67,12:15,/watch?v=57SrCBCxdgc
Fetch API | JavaScript Tutorial in Hindi #66,12:31,/watch?v=Atq7VjVbaA8
Every Freelancer should do *these* (Max Earnings),17:15,/watch?v=lhNNbGuh0t4
Exercise 5: Hackerman | JavaScript Tutorial in Hindi #65,4:38,/watch?v=Ag4MDWEWHR8
Exercise 4: Solutions & Shoutouts | JavaScript Tutorial in Hindi #64,13:58,/watch?v=iVodxHfAqd0
JavaScript Chapter 9 - Practice Set  | JavaScript Tutorial in Hindi #63,23:27,/watch?v=y1j2FL9d31w
The Finally Clause | JavaScript Tutorial in Hindi #62,10:11,/watch?v=rWCGC2NWjcc
The Error Object & Custom Errors | JavaScript Tutorial in Hindi #61,8:04,/watch?v=uOQBGKfldIg
Error Handling: try and catch | JavaScript Tutorial in Hindi #60,12:15,/watch?v=WRNBQCl_cPU
Async/Await in JavaScript | JavaScript Tutorial in Hindi #59,20:08,/watch?v=bLre6Uf4Op0
Use Your Computer From a Browser Tab (Amazing Technology),17:02,/watch?v=PeVyHyupjCI
The Promise API | JavaScript Tutorial in Hindi #58,14:33,/watch?v=xJQemfYXEf8
Attaching Multiple Handlers to a Promise | JavaScript Tutorial in Hindi #57,8:01,/watch?v=fttMS3hFzEg
Promise Chaining .then() calls | JavaScript Tutorial in Hindi #56,17:58,/watch?v=RPLt3TiH6zg
Promise .then() and .catch() | JavaScript Tutorial in Hindi #55,16:50,/watch?v=Fsv4IEH-4Lw
Introduction to Promises | JavaScript Tutorial in Hindi #54,13:27,/watch?v=Dadlf6YsTHA
Callback Hell & Pyramid of Doom | JavaScript Tutorial in Hindi #53,12:27,/watch?v=fIPJUteOdLc
Introduction to Callbacks | JavaScript Tutorial in Hindi #52,20:53,/watch?v=IJlGpI6l92U
How to Create a Beautiful Website in 5 - 10 Minutes 🔥,14:50,/watch?v=IEY-pJGW_Is
Which Monitor to buy? (Shortlisted Models),6:35,/watch?v=LYzwKxrQbcM
"20K, 30K and 50K PC Builds for Coders (2024 Edition) 🔥",12:46,/watch?v=Ov27tG9lN2A
How much primary storage SSD do you need?,8:30,/watch?v=XTqWzuqZa7Y
Which Apple MacBook to Buy? (No Mistakes) 💻,18:50,/watch?v=oa16dnAaGCw
Dont Buy these Laptops 🚫,13:30,/watch?v=KOZK0jizxY4
PC Build Or Low Budget Laptop (Final Verdict),7:41,/watch?v=PUe6HFsGmk4
Tricks to Search for good Laptop Models Yourself (Tutorial),44:40,/watch?v=hXU6vKuS5lE
Exercise 4: Clock using JavaScript | JavaScript Tutorial in Hindi #51,4:50,/watch?v=aEc6AUFkCo8
Exercise 3: Solution & Shoutouts | JavaScript Tutorial in Hindi #50,11:00,/watch?v=6-6DLlIx4mE
JavaScript Chapter 8 - Practice Set | JavaScript Tutorial in Hindi #49,15:15,/watch?v=-6rvoQi2YtI
Handling Browser Events | JavaScript Tutorial in Hindi #48,15:48,/watch?v=rFq0HVOdDo4
Introduction to Browser Events | JavaScript Tutorial in Hindi #47,9:18,/watch?v=Y3f_ih-2jGk
setInterval and setTimeout in JavaScript | JavaScript Tutorial in Hindi #46,11:09,/watch?v=Ruq4sEw9h_8
Changing HTML Classes using JavaScript: className and classList | JavaScript Tutorial in Hindi #45,9:50,/watch?v=_YQyVnPI_Og
"insertAdjacentHTML, insertAdjacentElement and insertAdjacentText  | JavaScript Tutorial in Hindi #44",6:24,/watch?v=zFU2kQJZO5k
HTML Insertion Methods | JavaScript Tutorial in Hindi #43,9:58,/watch?v=wyAZuYatCOI
Build your First Website the Easiest Way using WordPress!,16:41,/watch?v=WjRj_ubf7Ug
HTML Attributes and their methods | JavaScript Tutorial in Hindi #42,13:20,/watch?v=viUbOtj2o_4
"innerHTML, outerHTML and other properties | JavaScript Tutorial in Hindi #41",11:36,/watch?v=M8AUk6gDe2c
Exercise 3 - Tell me a Joke | JavaScript Tutorial in Hindi #40,9:01,/watch?v=-AseOcQPHmo
JavaScript Exercise 2: Solution & Shoutouts | JavaScript Tutorial in Hindi #39,19:05,/watch?v=FZ-RyUQCjUY
JavaScript Chapter 7 - Practice Set | JavaScript Tutorial in Hindi #38,10:01,/watch?v=i5bX5qNOSoo
"matches, closest and contains | JavaScript Tutorial in Hindi #37",8:06,/watch?v=CMeeHa7XW3s
Searching the DOM | JavaScript Tutorial in Hindi #36,23:27,/watch?v=oY036JqESt0
Table Navigation | JavaScript Tutorial in Hindi #35,9:44,/watch?v=4e5L4i-mmxg
Element only Navigation | JavaScript Tutorial in Hindi #34,9:31,/watch?v=78VMefnkMcM
Parents & Siblings of an Element | JavaScript Tutorial in Hindi #33,12:26,/watch?v=IMLRMFgrcig
Accessing Children of an Element | JavaScript Tutorial in Hindi #32,10:04,/watch?v=BadZyp7tztw
Walking the DOM | JavaScript Tutorial in Hindi #31,13:07,/watch?v=Rhj6KWFw7AA
Possible reasons you are not getting the job you wanted!,8:20,/watch?v=ceAlq9FEZVs
Personal Portfolio Website + Blog Using WordPress (No Coding),40:37,/watch?v=Khse8lbYiWU
"Exercise 2 - Snake, Water and Gun| JavaScript Tutorial in Hindi #30",3:39,/watch?v=EsDLdN7V6mw
JavaScript Chapter 6 - Practice Set | JavaScript Tutorial in Hindi #29,12:47,/watch?v=HzWhsTl10mw
"DOM, BOM & Window Object | JavaScript Tutorial in Hindi #28",11:28,/watch?v=xOCzjgjedRc
"JavaScript alert, prompt & confirm | JavaScript Tutorial in Hindi #27",11:30,/watch?v=540NIdeKW3I
Machine Learning use cases you probably don't know about,10:50,/watch?v=maCVf_t3M2A
JavaScript Exercise 1: Solution & Shoutouts | JavaScript Tutorial in Hindi #26,13:43,/watch?v=Fc1g7CL4nwI
JavaScript Console Object | JavaScript Tutorial in Hindi #25,11:16,/watch?v=1WNtGvrLisg
JavaScript Script Tag | JavaScript Tutorial in Hindi #24,8:02,/watch?v=hS2vw0qVt0c
JavaScript in the Browser | JavaScript Tutorial in Hindi #23,10:14,/watch?v=ImFeTcWCsR0
Exercise 1 - Guess the Number | JavaScript Tutorial in Hindi #22,8:40,/watch?v=DmjyrPwPg2g
JavaScript Chapter 5 - Practice Set on Arrays | JavaScript Tutorial in Hindi #21,11:33,/watch?v=Yeic3j6uli0
"Map, Filter & Reduce in JavaScript | JavaScript Tutorial in Hindi #20",12:49,/watch?v=bAUMuuRH99o
Using Loops With Arrays in JavaScript | JavaScript Tutorial in Hindi #19,11:58,/watch?v=YWyr7Nug2oc
Some More JavaScript Array Methods | JavaScript Tutorial in Hindi #18,17:04,/watch?v=QxA-KB2lKgk
JavaScript Array Methods | JavaScript Tutorial in Hindi #17,10:02,/watch?v=BLIrBThPTXc
Introduction to Arrays | JavaScript Tutorial in Hindi #16,10:19,/watch?v=a_Bz5ciBHQ0
JavaScript Chapter 4 - Practice Set on Strings | JavaScript Tutorial in Hindi #15,11:05,/watch?v=Wj3wGP1g5z8
JavaScript String Methods | JavaScript Tutorial in Hindi #14,17:38,/watch?v=8yg4RUEnaIk
Introduction to Strings | JavaScript Tutorial in Hindi #13,13:44,/watch?v=Yafji9PB1lM
JavaScript Chapter 3 - Practice Set on Loops and Functions | JavaScript Tutorial in Hindi #12,12:11,/watch?v=ZAOipfPnb3s
